"If you believe this is an error, please contact us at %s","Wenn du dies für einen Fehler hältst, nimm bitte Kontakt unter %s mit uns auf"
"If you have an account with us, please log in.","Wenn du bei uns ein Benutzerkonto besitzt, melde dich bitte an."
"Please enter a number 1 or greater in this field.","Bitte trage eine Zahl 1 oder größer in dieses Feld ein."
"Please enter a valid date between %s and %s at %s.","Bitte gib ein gültiges Datum zwischen dem %s und %s bei %s an."
"Please enter a valid date equal to or greater than %s at %s.","Bitte gib ein gültiges Datum am oder nach dem %s an."
"Please enter a valid date less than or equal to %s at %s.","Bitte gib ein gültiges Datum am oder vor dem %s an."
"Please enter the city.","Bitte gib die Stadt an."
"Please enter the country.","Bitte gib das Land an."
"Please enter the first name.","Bitte gib den Vornamen an."
"Please enter the last name.","Bitte gib den Nachnamen an."
"Please enter the state/province.","Bitte gib das Bundesland an."
"Please enter the street.","Bitte gib die Straße an."
"Please enter the telephone number.","Bitte gib die Telefonnummer an."
"Please enter the zip/postal code.","Bitte gib die PLZ an."
"Please enter your email address below. You will receive a link to reset your password.","Bitte gib deine E-Mail Adresse an, um einen Link per E-Mail zu erhalten, mit dem du dein Passwort zurücksetzen kannst."
"Please enter your email below and we\'ll send you confirmation link for it.","Bitte gib deine E-Mail Adresse an, um einen Bestätigungslink zu erhalten."
"Please enter your email.","Bitte gib deine E-Mail Adresse ein."
"Please make sure your passwords match.","Bitte stelle sicher, dass die beiden Passworte identisch sind."
"Please select a website which contains store view","Bitte wähle eine Website, die einen StoreView enthält"
"Please select region, state or province","Bitte wähle Region, Land oder Bundesland"
"Please, check your email for confirmation key.","Bitte überprüfe dein E-Mail Konto bezüglich des Bestätigungscodes."
"Retrieve your confirmation link here","Fordere deinen Bestätigungslink hier an"
"Retrieve your password here","Dein Passwort hier abrufen"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semikolon (;) getrennte Werte.<br/>Füge ein Semikolon als erstes Zeichen ein, um einen leeren Startwert zu erzeugen.<br/>Leer lassen für Textfeld."
"Thank you for registering with %s.","Vielen Dank für deine Registrierung bei %s."
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Es existiert bereits ein Benutzerkonto mit dieser Mailadresse. Wenn du sicher bist das es deine Mailadresse ist, dann <a href=""%s"">klicke hier</a>, um ein neues Passwort anzufordern und wieder Zugriff zu bekommen."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Dieses Benutzerkonto ist nicht bestätigt. <a href=""%s"">Klicke hier</a> um sich erneut eine Bestätigungs-Mail zusenden zu lassen."
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","Um die USt-IdNr. im Frontend anzuzeigen, stelle bitte die Einstellung ""USt-IdNr. im Frontend anzeigen"" auf ""Ja""."
"Would you like to change the Customer Group for this order?","Möchtest du die Kundengruppe für die Bestellung ändern?"
"You are currently not subscribed to any newsletter.","Du bist momentan zu keinem Newsletter angemeldet."
"You are currently not subscribed to our newsletter.","Du bist aktuell nicht zu unserem Newsletter angemeldet."
"You are currently subscribed to 'General Subscription'.","Du bist momentan für das Abo ""Allgemeines"" eingetragen."
"You are currently subscribed to our newsletter.","Du bist momentan für unseren Newsletter eingetragen"
"You are now logged out","Du bist jetzt abgemeldet"
"You have logged out and will be redirected to our homepage in 5 seconds.","Du hast sich erfolgreich abgemeldet und werden in 5 Sekunden zur Startseite weitergeleitet."
"You have no additional address entries in your address book.","Du hast keine zusätzlichen Adresseinträge in deinem Adressbuch."
"You have no additional entries in your address book.","Du besitzt keine zusätzlichen Einträge in deinem Adressbuch."
"You have no default billing address in your address book.","Du hast in deinem Adressbuch keine Standard-Rechnungsadresse."
"You have no default entries in your address book.","Du hast keine Standard-Einträge in deinem Adressbuch."
"You have no default shipping address in your address book.","Du hast in deinem Adressbuch keine Standard-Versandadresse."
"You have not set a default billing address.","Du hast noch keine Standard-Rechnungsanschrift angelegt."
"You have not set a default shipping address.","Du hast keine Standard-Versandanschrift angelegt."
"You have placed no orders yet.","Du hast noch keine Bestellungen aufgegeben."
"You have placed no products yet.","Du hast noch keine Artikel ausgewählt."
"Your Tax ID cannot be validated.","Deine USt-IdNr. konnte nicht überprüft werden."
"Your VAT ID was successfully validated.","Deine USt-IdNr. wurde erfolgreich überprüft."
"Your account balance is: %s","Dein Kontostand beträgt: %s"
"Your password has been updated.","Dein Passwort wurde geändert."
"Your password reset link has expired.","Dein Passwort-Zurücksetzen-Link ist abgelaufen."
